,Unnamed: 0,State,Year,Pop,X.1,X,Management,Specialisation,Seats,censuscode,ST_CEN_CD,UG_PG,st_new,Seats2
2953,2954,BIHAR,2018.0,119461013.0,1153.0,1153.0,Public,Haematology,0.0,209.0,5.0,PG,Bihar,0.0
2954,2955,BIHAR,2018.0,119461013.0,1208.0,1208.0,Both,Haematology,0.0,209.0,5.0,PG,Bihar,0.0
2955,2956,BIHAR,2018.0,119461013.0,1283.0,1283.0,Private,Gynaecology,14.0,209.0,5.0,PG,Bihar,0.11719304606934801
2956,2957,BIHAR,2018.0,119461013.0,1308.0,1308.0,Public,Gynaecology,52.0,209.0,5.0,PG,Bihar,0.435288456829007
2957,2958,BIHAR,2018.0,119461013.0,1363.0,1363.0,Both,Gynaecology,66.0,209.0,5.0,PG,Bihar,0.552481502898356
2958,2959,BIHAR,2018.0,119461013.0,1438.0,1438.0,Private,Endocrinology,0.0,209.0,5.0,PG,Bihar,0.0
2959,2960,BIHAR,2018.0,119461013.0,1463.0,1463.0,Public,Endocrinology,0.0,209.0,5.0,PG,Bihar,0.0
2960,2961,BIHAR,2018.0,119461013.0,1518.0,1518.0,Both,Endocrinology,0.0,209.0,5.0,PG,Bihar,0.0
2961,2962,BIHAR,2018.0,119461013.0,1593.0,1593.0,Private,Ophthalmology,13.0,209.0,5.0,PG,Bihar,0.108822114207252
2962,2963,BIHAR,2018.0,119461013.0,1618.0,1618.0,Public,Ophthalmology,16.0,209.0,5.0,PG,Bihar,0.133934909793541
2963,2964,BIHAR,2018.0,119461013.0,1673.0,1673.0,Both,Ophthalmology,29.0,209.0,5.0,PG,Bihar,0.242757024000793
2964,2965,BIHAR,2018.0,119461013.0,1748.0,1748.0,Private,Pulmonology,0.0,209.0,5.0,PG,Bihar,0.0
2965,2966,BIHAR,2018.0,119461013.0,1773.0,1773.0,Public,Pulmonology,0.0,209.0,5.0,PG,Bihar,0.0
2966,2967,BIHAR,2018.0,119461013.0,1828.0,1828.0,Both,Pulmonology,0.0,209.0,5.0,PG,Bihar,0.0
2967,2968,BIHAR,2018.0,119461013.0,1903.0,1903.0,Private,Physiology,6.0,209.0,5.0,PG,Bihar,0.0502255911725778
2968,2969,BIHAR,2018.0,119461013.0,1928.0,1928.0,Public,Physiology,23.0,209.0,5.0,PG,Bihar,0.192531432828215
2969,2970,BIHAR,2018.0,119461013.0,1983.0,1983.0,Both,Physiology,29.0,209.0,5.0,PG,Bihar,0.242757024000793
2970,2971,BIHAR,2018.0,119461013.0,2058.0,2058.0,Private,Thoracic,0.0,209.0,5.0,PG,Bihar,0.0
2971,2972,BIHAR,2018.0,119461013.0,2083.0,2083.0,Public,Thoracic,0.0,209.0,5.0,PG,Bihar,0.0
2972,2973,BIHAR,2018.0,119461013.0,2138.0,2138.0,Both,Thoracic,0.0,209.0,5.0,PG,Bihar,0.0
2973,2974,BIHAR,2018.0,119461013.0,2213.0,2213.0,Private,Pharmacology,9.0,209.0,5.0,PG,Bihar,0.0753383867588667
2974,2975,BIHAR,2018.0,119461013.0,2238.0,2238.0,Public,Pharmacology,24.0,209.0,5.0,PG,Bihar,0.200902364690311
2975,2976,BIHAR,2018.0,119461013.0,2293.0,2293.0,Both,Pharmacology,33.0,209.0,5.0,PG,Bihar,0.276240751449178
2976,2977,BIHAR,2018.0,119461013.0,2368.0,2368.0,Private,Dermatology,7.0,209.0,5.0,PG,Bihar,0.0585965230346741
2977,2978,BIHAR,2018.0,119461013.0,2393.0,2393.0,Public,Dermatology,7.0,209.0,5.0,PG,Bihar,0.0585965230346741
2978,2979,BIHAR,2018.0,119461013.0,2448.0,2448.0,Both,Dermatology,14.0,209.0,5.0,PG,Bihar,0.11719304606934801
2979,2980,BIHAR,2018.0,119461013.0,2523.0,2523.0,Private,Radiology,8.0,209.0,5.0,PG,Bihar,0.0669674548967704
2980,2981,BIHAR,2018.0,119461013.0,2548.0,2548.0,Public,Radiology,13.0,209.0,5.0,PG,Bihar,0.108822114207252
2981,2982,BIHAR,2018.0,119461013.0,2603.0,2603.0,Both,Radiology,21.0,209.0,5.0,PG,Bihar,0.17578956910402202
2982,2983,BIHAR,2018.0,119461013.0,2678.0,2678.0,Private,Microbiology,11.0,209.0,5.0,PG,Bihar,0.0920802504830593
2983,2984,BIHAR,2018.0,119461013.0,2703.0,2703.0,Public,Microbiology,23.0,209.0,5.0,PG,Bihar,0.192531432828215
2984,2985,BIHAR,2018.0,119461013.0,2758.0,2758.0,Both,Microbiology,34.0,209.0,5.0,PG,Bihar,0.28461168331127396
2985,2986,BIHAR,2018.0,119461013.0,2833.0,2833.0,Private,Orthopaedics,14.0,209.0,5.0,PG,Bihar,0.11719304606934801
2986,2987,BIHAR,2018.0,119461013.0,2858.0,2858.0,Public,Orthopaedics,21.0,209.0,5.0,PG,Bihar,0.17578956910402202
2987,2988,BIHAR,2018.0,119461013.0,2913.0,2913.0,Both,Orthopaedics,35.0,209.0,5.0,PG,Bihar,0.29298261517337
2988,2989,BIHAR,2018.0,119461013.0,2988.0,2988.0,Private,Anatomy,6.0,209.0,5.0,PG,Bihar,0.0502255911725778
2989,2990,BIHAR,2018.0,119461013.0,3013.0,3013.0,Public,Anatomy,23.0,209.0,5.0,PG,Bihar,0.192531432828215
2990,2991,BIHAR,2018.0,119461013.0,3068.0,3068.0,Both,Anatomy,29.0,209.0,5.0,PG,Bihar,0.242757024000793
2991,2992,BIHAR,2018.0,119461013.0,3143.0,3143.0,Private,General,35.0,209.0,5.0,PG,Bihar,0.29298261517337
2992,2993,BIHAR,2018.0,119461013.0,3168.0,3168.0,Public,General,118.0,209.0,5.0,PG,Bihar,0.9877699597273628
2993,2994,BIHAR,2018.0,119461013.0,3223.0,3223.0,Both,General,153.0,209.0,5.0,PG,Bihar,1.28075257490073
2994,2995,BIHAR,2018.0,119461013.0,3298.0,3298.0,Private,Paediatrics,10.0,209.0,5.0,PG,Bihar,0.083709318620963
2995,2996,BIHAR,2018.0,119461013.0,3323.0,3323.0,Public,Paediatrics,32.0,209.0,5.0,PG,Bihar,0.267869819587082
2996,2997,BIHAR,2018.0,119461013.0,3378.0,3378.0,Both,Paediatrics,42.0,209.0,5.0,PG,Bihar,0.35157913820804404
2997,2998,BIHAR,2018.0,119461013.0,3453.0,3453.0,Private,Urology,0.0,209.0,5.0,PG,Bihar,0.0
2998,2999,BIHAR,2018.0,119461013.0,3478.0,3478.0,Public,Urology,2.0,209.0,5.0,PG,Bihar,0.0167418637241926
2999,3000,BIHAR,2018.0,119461013.0,3533.0,3533.0,Both,Urology,2.0,209.0,5.0,PG,Bihar,0.0167418637241926
3000,3001,BIHAR,2018.0,119461013.0,3608.0,3608.0,Private,Nephrology,0.0,209.0,5.0,PG,Bihar,0.0
3001,3002,BIHAR,2018.0,119461013.0,3633.0,3633.0,Public,Nephrology,0.0,209.0,5.0,PG,Bihar,0.0
3002,3003,BIHAR,2018.0,119461013.0,3688.0,3688.0,Both,Nephrology,0.0,209.0,5.0,PG,Bihar,0.0
3003,3004,BIHAR,2018.0,119461013.0,3763.0,3763.0,Private,Gastroenterology,0.0,209.0,5.0,PG,Bihar,0.0
3004,3005,BIHAR,2018.0,119461013.0,3788.0,3788.0,Public,Gastroenterology,2.0,209.0,5.0,PG,Bihar,0.0167418637241926
3005,3006,BIHAR,2018.0,119461013.0,3843.0,3843.0,Both,Gastroenterology,2.0,209.0,5.0,PG,Bihar,0.0167418637241926
3006,3007,BIHAR,2018.0,119461013.0,3918.0,3918.0,Private,Rehabilitation,0.0,209.0,5.0,PG,Bihar,0.0
3007,3008,BIHAR,2018.0,119461013.0,3943.0,3943.0,Public,Rehabilitation,3.0,209.0,5.0,PG,Bihar,0.0251127955862889
3008,3009,BIHAR,2018.0,119461013.0,3998.0,3998.0,Both,Rehabilitation,3.0,209.0,5.0,PG,Bihar,0.0251127955862889
3009,3010,BIHAR,2018.0,119461013.0,4073.0,4073.0,Private,Pathology,12.0,209.0,5.0,PG,Bihar,0.100451182345156
3010,3011,BIHAR,2018.0,119461013.0,4098.0,4098.0,Public,Pathology,31.0,209.0,5.0,PG,Bihar,0.259498887724985
3011,3012,BIHAR,2018.0,119461013.0,4153.0,4153.0,Both,Pathology,43.0,209.0,5.0,PG,Bihar,0.35995007007014096
3012,3013,BIHAR,2018.0,119461013.0,4228.0,4228.0,Private,PlasticSurgery,0.0,209.0,5.0,PG,Bihar,0.0
3013,3014,BIHAR,2018.0,119461013.0,4253.0,4253.0,Public,PlasticSurgery,8.0,209.0,5.0,PG,Bihar,0.0669674548967704
3014,3015,BIHAR,2018.0,119461013.0,4308.0,4308.0,Both,PlasticSurgery,8.0,209.0,5.0,PG,Bihar,0.0669674548967704
3015,3016,BIHAR,2018.0,119461013.0,4383.0,4383.0,Private,ENT,7.0,209.0,5.0,PG,Bihar,0.0585965230346741
3016,3017,BIHAR,2018.0,119461013.0,4408.0,4408.0,Public,ENT,14.0,209.0,5.0,PG,Bihar,0.11719304606934801
3017,3018,BIHAR,2018.0,119461013.0,4463.0,4463.0,Both,ENT,21.0,209.0,5.0,PG,Bihar,0.17578956910402202
3018,3019,BIHAR,2018.0,119461013.0,4538.0,4538.0,Private,Geriatrics,0.0,209.0,5.0,PG,Bihar,0.0
3019,3020,BIHAR,2018.0,119461013.0,4563.0,4563.0,Public,Geriatrics,0.0,209.0,5.0,PG,Bihar,0.0
3020,3021,BIHAR,2018.0,119461013.0,4618.0,4618.0,Both,Geriatrics,0.0,209.0,5.0,PG,Bihar,0.0
3021,3022,BIHAR,2018.0,119461013.0,4693.0,4693.0,Private,Immunology,0.0,209.0,5.0,PG,Bihar,0.0
3022,3023,BIHAR,2018.0,119461013.0,4718.0,4718.0,Public,Immunology,0.0,209.0,5.0,PG,Bihar,0.0
3023,3024,BIHAR,2018.0,119461013.0,4773.0,4773.0,Both,Immunology,0.0,209.0,5.0,PG,Bihar,0.0
3024,3025,BIHAR,2018.0,119461013.0,4848.0,4848.0,Private,Admin,0.0,209.0,5.0,PG,Bihar,0.0
3025,3026,BIHAR,2018.0,119461013.0,4873.0,4873.0,Public,Admin,0.0,209.0,5.0,PG,Bihar,0.0
3026,3027,BIHAR,2018.0,119461013.0,4928.0,4928.0,Both,Admin,0.0,209.0,5.0,PG,Bihar,0.0
3027,3028,BIHAR,2018.0,119461013.0,5003.0,5003.0,Private,PublicHealth,0.0,209.0,5.0,PG,Bihar,0.0
3028,3029,BIHAR,2018.0,119461013.0,5028.0,5028.0,Public,PublicHealth,0.0,209.0,5.0,PG,Bihar,0.0
3029,3030,BIHAR,2018.0,119461013.0,5083.0,5083.0,Both,PublicHealth,0.0,209.0,5.0,PG,Bihar,0.0
3030,3031,BIHAR,2018.0,119461013.0,5158.0,5158.0,Private,Sports,0.0,209.0,5.0,PG,Bihar,0.0
3031,3032,BIHAR,2018.0,119461013.0,5183.0,5183.0,Public,Sports,0.0,209.0,5.0,PG,Bihar,0.0
3032,3033,BIHAR,2018.0,119461013.0,5238.0,5238.0,Both,Sports,0.0,209.0,5.0,PG,Bihar,0.0
3033,3034,BIHAR,2018.0,119461013.0,5313.0,5313.0,Private,Education,0.0,209.0,5.0,PG,Bihar,0.0
3034,3035,BIHAR,2018.0,119461013.0,5338.0,5338.0,Public,Education,0.0,209.0,5.0,PG,Bihar,0.0
3035,3036,BIHAR,2018.0,119461013.0,5393.0,5393.0,Both,Education,0.0,209.0,5.0,PG,Bihar,0.0
3036,3037,BIHAR,2018.0,119461013.0,5468.0,5468.0,Private,Genetics,0.0,209.0,5.0,PG,Bihar,0.0
3037,3038,BIHAR,2018.0,119461013.0,5493.0,5493.0,Public,Genetics,0.0,209.0,5.0,PG,Bihar,0.0
3038,3039,BIHAR,2018.0,119461013.0,5548.0,5548.0,Both,Genetics,0.0,209.0,5.0,PG,Bihar,0.0
3039,3040,BIHAR,2018.0,119461013.0,5623.0,5623.0,Private,Hepatology,0.0,209.0,5.0,PG,Bihar,0.0
3040,3041,BIHAR,2018.0,119461013.0,5648.0,5648.0,Public,Hepatology,0.0,209.0,5.0,PG,Bihar,0.0
3041,3042,BIHAR,2018.0,119461013.0,5703.0,5703.0,Both,Hepatology,0.0,209.0,5.0,PG,Bihar,0.0
3042,3043,WEST BENGAL,2018.0,97694960.0,64.0,64.0,Private,All,115.0,339.0,36.0,PG,West Bengal,1.1771333956224599
3043,3044,WEST BENGAL,2018.0,97694960.0,93.0,93.0,Public,All,1375.0,339.0,36.0,PG,West Bengal,14.074421034616302
3044,3045,WEST BENGAL,2018.0,97694960.0,149.0,149.0,Both,All,1490.0,339.0,36.0,PG,West Bengal,15.2515544302388
3045,3046,WEST BENGAL,2018.0,97694960.0,219.0,219.0,Private,Anaesthesia,6.0,339.0,36.0,PG,West Bengal,0.0614156554237803
3046,3047,WEST BENGAL,2018.0,97694960.0,248.0,248.0,Public,Anaesthesia,128.0,339.0,36.0,PG,West Bengal,1.31020064904065
3047,3048,WEST BENGAL,2018.0,97694960.0,304.0,304.0,Both,Anaesthesia,134.0,339.0,36.0,PG,West Bengal,1.3716163044644298
3048,3049,WEST BENGAL,2018.0,97694960.0,374.0,374.0,Private,Cardiology,0.0,339.0,36.0,PG,West Bengal,0.0
3049,3050,WEST BENGAL,2018.0,97694960.0,403.0,403.0,Public,Cardiology,47.0,339.0,36.0,PG,West Bengal,0.4810893008196121
3050,3051,WEST BENGAL,2018.0,97694960.0,459.0,459.0,Both,Cardiology,47.0,339.0,36.0,PG,West Bengal,0.4810893008196121
3051,3052,WEST BENGAL,2018.0,97694960.0,529.0,529.0,Private,Neurology,0.0,339.0,36.0,PG,West Bengal,0.0
3052,3053,WEST BENGAL,2018.0,97694960.0,558.0,558.0,Public,Neurology,26.0,339.0,36.0,PG,West Bengal,0.266134506836381
3053,3054,WEST BENGAL,2018.0,97694960.0,614.0,614.0,Both,Neurology,26.0,339.0,36.0,PG,West Bengal,0.266134506836381
3054,3055,WEST BENGAL,2018.0,97694960.0,684.0,684.0,Private,Oncology,0.0,339.0,36.0,PG,West Bengal,0.0
3055,3056,WEST BENGAL,2018.0,97694960.0,713.0,713.0,Public,Oncology,0.0,339.0,36.0,PG,West Bengal,0.0
3056,3057,WEST BENGAL,2018.0,97694960.0,769.0,769.0,Both,Oncology,0.0,339.0,36.0,PG,West Bengal,0.0
3057,3058,WEST BENGAL,2018.0,97694960.0,839.0,839.0,Private,Psychiatry,2.0,339.0,36.0,PG,West Bengal,0.0204718851412601
3058,3059,WEST BENGAL,2018.0,97694960.0,868.0,868.0,Public,Psychiatry,32.0,339.0,36.0,PG,West Bengal,0.327550162260162
3059,3060,WEST BENGAL,2018.0,97694960.0,924.0,924.0,Both,Psychiatry,34.0,339.0,36.0,PG,West Bengal,0.34802204740142195
3060,3061,WEST BENGAL,2018.0,97694960.0,994.0,994.0,Private,Forensic,0.0,339.0,36.0,PG,West Bengal,0.0
3061,3062,WEST BENGAL,2018.0,97694960.0,1023.0,1023.0,Public,Forensic,19.0,339.0,36.0,PG,West Bengal,0.194482908841971
3062,3063,WEST BENGAL,2018.0,97694960.0,1079.0,1079.0,Both,Forensic,19.0,339.0,36.0,PG,West Bengal,0.194482908841971
3063,3064,WEST BENGAL,2018.0,97694960.0,1149.0,1149.0,Private,Haematology,0.0,339.0,36.0,PG,West Bengal,0.0
3064,3065,WEST BENGAL,2018.0,97694960.0,1178.0,1178.0,Public,Haematology,8.0,339.0,36.0,PG,West Bengal,0.0818875405650404
3065,3066,WEST BENGAL,2018.0,97694960.0,1234.0,1234.0,Both,Haematology,8.0,339.0,36.0,PG,West Bengal,0.0818875405650404
3066,3067,WEST BENGAL,2018.0,97694960.0,1304.0,1304.0,Private,Gynaecology,8.0,339.0,36.0,PG,West Bengal,0.0818875405650404
3067,3068,WEST BENGAL,2018.0,97694960.0,1333.0,1333.0,Public,Gynaecology,169.0,339.0,36.0,PG,West Bengal,1.72987429443648
3068,3069,WEST BENGAL,2018.0,97694960.0,1389.0,1389.0,Both,Gynaecology,177.0,339.0,36.0,PG,West Bengal,1.8117618350015199
3069,3070,WEST BENGAL,2018.0,97694960.0,1459.0,1459.0,Private,Endocrinology,0.0,339.0,36.0,PG,West Bengal,0.0
3070,3071,WEST BENGAL,2018.0,97694960.0,1488.0,1488.0,Public,Endocrinology,11.0,339.0,36.0,PG,West Bengal,0.112595368276931
3071,3072,WEST BENGAL,2018.0,97694960.0,1544.0,1544.0,Both,Endocrinology,11.0,339.0,36.0,PG,West Bengal,0.112595368276931
3072,3073,WEST BENGAL,2018.0,97694960.0,1614.0,1614.0,Private,Ophthalmology,2.0,339.0,36.0,PG,West Bengal,0.0204718851412601
3073,3074,WEST BENGAL,2018.0,97694960.0,1643.0,1643.0,Public,Ophthalmology,70.0,339.0,36.0,PG,West Bengal,0.716515979944104
3074,3075,WEST BENGAL,2018.0,97694960.0,1699.0,1699.0,Both,Ophthalmology,72.0,339.0,36.0,PG,West Bengal,0.736987865085364
3075,3076,WEST BENGAL,2018.0,97694960.0,1769.0,1769.0,Private,Pulmonology,0.0,339.0,36.0,PG,West Bengal,0.0
3076,3077,WEST BENGAL,2018.0,97694960.0,1798.0,1798.0,Public,Pulmonology,27.0,339.0,36.0,PG,West Bengal,0.276370449407011
3077,3078,WEST BENGAL,2018.0,97694960.0,1854.0,1854.0,Both,Pulmonology,27.0,339.0,36.0,PG,West Bengal,0.276370449407011
3078,3079,WEST BENGAL,2018.0,97694960.0,1924.0,1924.0,Private,Physiology,6.0,339.0,36.0,PG,West Bengal,0.0614156554237803
3079,3080,WEST BENGAL,2018.0,97694960.0,1953.0,1953.0,Public,Physiology,30.0,339.0,36.0,PG,West Bengal,0.307078277118902
3080,3081,WEST BENGAL,2018.0,97694960.0,2009.0,2009.0,Both,Physiology,36.0,339.0,36.0,PG,West Bengal,0.368493932542682
3081,3082,WEST BENGAL,2018.0,97694960.0,2079.0,2079.0,Private,Thoracic,0.0,339.0,36.0,PG,West Bengal,0.0
3082,3083,WEST BENGAL,2018.0,97694960.0,2108.0,2108.0,Public,Thoracic,20.0,339.0,36.0,PG,West Bengal,0.20471885141260102
3083,3084,WEST BENGAL,2018.0,97694960.0,2164.0,2164.0,Both,Thoracic,20.0,339.0,36.0,PG,West Bengal,0.20471885141260102
3084,3085,WEST BENGAL,2018.0,97694960.0,2234.0,2234.0,Private,Pharmacology,8.0,339.0,36.0,PG,West Bengal,0.0818875405650404
3085,3086,WEST BENGAL,2018.0,97694960.0,2263.0,2263.0,Public,Pharmacology,26.0,339.0,36.0,PG,West Bengal,0.266134506836381
3086,3087,WEST BENGAL,2018.0,97694960.0,2319.0,2319.0,Both,Pharmacology,34.0,339.0,36.0,PG,West Bengal,0.34802204740142195
3087,3088,WEST BENGAL,2018.0,97694960.0,2389.0,2389.0,Private,Dermatology,2.0,339.0,36.0,PG,West Bengal,0.0204718851412601
3088,3089,WEST BENGAL,2018.0,97694960.0,2418.0,2418.0,Public,Dermatology,27.0,339.0,36.0,PG,West Bengal,0.276370449407011
3089,3090,WEST BENGAL,2018.0,97694960.0,2474.0,2474.0,Both,Dermatology,29.0,339.0,36.0,PG,West Bengal,0.296842334548271
3090,3091,WEST BENGAL,2018.0,97694960.0,2544.0,2544.0,Private,Radiology,4.0,339.0,36.0,PG,West Bengal,0.0409437702825202
3091,3092,WEST BENGAL,2018.0,97694960.0,2573.0,2573.0,Public,Radiology,75.0,339.0,36.0,PG,West Bengal,0.767695692797254
3092,3093,WEST BENGAL,2018.0,97694960.0,2629.0,2629.0,Both,Radiology,79.0,339.0,36.0,PG,West Bengal,0.8086394630797741
3093,3094,WEST BENGAL,2018.0,97694960.0,2699.0,2699.0,Private,Microbiology,8.0,339.0,36.0,PG,West Bengal,0.0818875405650404
3094,3095,WEST BENGAL,2018.0,97694960.0,2728.0,2728.0,Public,Microbiology,28.0,339.0,36.0,PG,West Bengal,0.286606391977641
3095,3096,WEST BENGAL,2018.0,97694960.0,2784.0,2784.0,Both,Microbiology,36.0,339.0,36.0,PG,West Bengal,0.368493932542682
3096,3097,WEST BENGAL,2018.0,97694960.0,2854.0,2854.0,Private,Orthopaedics,7.0,339.0,36.0,PG,West Bengal,0.0716515979944104
3097,3098,WEST BENGAL,2018.0,97694960.0,2883.0,2883.0,Public,Orthopaedics,46.0,339.0,36.0,PG,West Bengal,0.47085335824898206
3098,3099,WEST BENGAL,2018.0,97694960.0,2939.0,2939.0,Both,Orthopaedics,53.0,339.0,36.0,PG,West Bengal,0.542504956243393
3099,3100,WEST BENGAL,2018.0,97694960.0,3009.0,3009.0,Private,Anatomy,5.0,339.0,36.0,PG,West Bengal,0.0511797128531503
3100,3101,WEST BENGAL,2018.0,97694960.0,3038.0,3038.0,Public,Anatomy,32.0,339.0,36.0,PG,West Bengal,0.327550162260162
3101,3102,WEST BENGAL,2018.0,97694960.0,3094.0,3094.0,Both,Anatomy,37.0,339.0,36.0,PG,West Bengal,0.378729875113312
3102,3103,WEST BENGAL,2018.0,97694960.0,3164.0,3164.0,Private,General,17.0,339.0,36.0,PG,West Bengal,0.17401102370071098
3103,3104,WEST BENGAL,2018.0,97694960.0,3193.0,3193.0,Public,General,219.0,339.0,36.0,PG,West Bengal,2.24167142296798
3104,3105,WEST BENGAL,2018.0,97694960.0,3249.0,3249.0,Both,General,236.0,339.0,36.0,PG,West Bengal,2.41568244666869
3105,3106,WEST BENGAL,2018.0,97694960.0,3319.0,3319.0,Private,Paediatrics,9.0,339.0,36.0,PG,West Bengal,0.0921234831356705
3106,3107,WEST BENGAL,2018.0,97694960.0,3348.0,3348.0,Public,Paediatrics,89.0,339.0,36.0,PG,West Bengal,0.9109988887860749
3107,3108,WEST BENGAL,2018.0,97694960.0,3404.0,3404.0,Both,Paediatrics,98.0,339.0,36.0,PG,West Bengal,1.00312237192175
3108,3109,WEST BENGAL,2018.0,97694960.0,3474.0,3474.0,Private,Urology,0.0,339.0,36.0,PG,West Bengal,0.0
3109,3110,WEST BENGAL,2018.0,97694960.0,3503.0,3503.0,Public,Urology,12.0,339.0,36.0,PG,West Bengal,0.12283131084756099
3110,3111,WEST BENGAL,2018.0,97694960.0,3559.0,3559.0,Both,Urology,12.0,339.0,36.0,PG,West Bengal,0.12283131084756099
3111,3112,WEST BENGAL,2018.0,97694960.0,3629.0,3629.0,Private,Nephrology,0.0,339.0,36.0,PG,West Bengal,0.0
3112,3113,WEST BENGAL,2018.0,97694960.0,3658.0,3658.0,Public,Nephrology,6.0,339.0,36.0,PG,West Bengal,0.0614156554237803
3113,3114,WEST BENGAL,2018.0,97694960.0,3714.0,3714.0,Both,Nephrology,6.0,339.0,36.0,PG,West Bengal,0.0614156554237803
3114,3115,WEST BENGAL,2018.0,97694960.0,3784.0,3784.0,Private,Gastroenterology,0.0,339.0,36.0,PG,West Bengal,0.0
3115,3116,WEST BENGAL,2018.0,97694960.0,3813.0,3813.0,Public,Gastroenterology,6.0,339.0,36.0,PG,West Bengal,0.0614156554237803
3116,3117,WEST BENGAL,2018.0,97694960.0,3869.0,3869.0,Both,Gastroenterology,6.0,339.0,36.0,PG,West Bengal,0.0614156554237803
3117,3118,WEST BENGAL,2018.0,97694960.0,3939.0,3939.0,Private,Rehabilitation,0.0,339.0,36.0,PG,West Bengal,0.0
3118,3119,WEST BENGAL,2018.0,97694960.0,3968.0,3968.0,Public,Rehabilitation,7.0,339.0,36.0,PG,West Bengal,0.0716515979944104
3119,3120,WEST BENGAL,2018.0,97694960.0,4024.0,4024.0,Both,Rehabilitation,7.0,339.0,36.0,PG,West Bengal,0.0716515979944104
3120,3121,WEST BENGAL,2018.0,97694960.0,4094.0,4094.0,Private,Pathology,4.0,339.0,36.0,PG,West Bengal,0.0409437702825202
3121,3122,WEST BENGAL,2018.0,97694960.0,4123.0,4123.0,Public,Pathology,65.0,339.0,36.0,PG,West Bengal,0.665336267090953
3122,3123,WEST BENGAL,2018.0,97694960.0,4179.0,4179.0,Both,Pathology,69.0,339.0,36.0,PG,West Bengal,0.706280037373473
3123,3124,WEST BENGAL,2018.0,97694960.0,4249.0,4249.0,Private,PlasticSurgery,0.0,339.0,36.0,PG,West Bengal,0.0
3124,3125,WEST BENGAL,2018.0,97694960.0,4278.0,4278.0,Public,PlasticSurgery,15.0,339.0,36.0,PG,West Bengal,0.153539138559451
3125,3126,WEST BENGAL,2018.0,97694960.0,4334.0,4334.0,Both,PlasticSurgery,15.0,339.0,36.0,PG,West Bengal,0.153539138559451
3126,3127,WEST BENGAL,2018.0,97694960.0,4404.0,4404.0,Private,ENT,3.0,339.0,36.0,PG,West Bengal,0.0307078277118902
3127,3128,WEST BENGAL,2018.0,97694960.0,4433.0,4433.0,Public,ENT,31.0,339.0,36.0,PG,West Bengal,0.317314219689532
3128,3129,WEST BENGAL,2018.0,97694960.0,4489.0,4489.0,Both,ENT,34.0,339.0,36.0,PG,West Bengal,0.34802204740142195
3129,3130,WEST BENGAL,2018.0,97694960.0,4559.0,4559.0,Private,Geriatrics,0.0,339.0,36.0,PG,West Bengal,0.0
3130,3131,WEST BENGAL,2018.0,97694960.0,4588.0,4588.0,Public,Geriatrics,0.0,339.0,36.0,PG,West Bengal,0.0
3131,3132,WEST BENGAL,2018.0,97694960.0,4644.0,4644.0,Both,Geriatrics,0.0,339.0,36.0,PG,West Bengal,0.0
3132,3133,WEST BENGAL,2018.0,97694960.0,4714.0,4714.0,Private,Immunology,0.0,339.0,36.0,PG,West Bengal,0.0
3133,3134,WEST BENGAL,2018.0,97694960.0,4743.0,4743.0,Public,Immunology,2.0,339.0,36.0,PG,West Bengal,0.0204718851412601
3134,3135,WEST BENGAL,2018.0,97694960.0,4799.0,4799.0,Both,Immunology,2.0,339.0,36.0,PG,West Bengal,0.0204718851412601
3135,3136,WEST BENGAL,2018.0,97694960.0,4869.0,4869.0,Private,Admin,0.0,339.0,36.0,PG,West Bengal,0.0
3136,3137,WEST BENGAL,2018.0,97694960.0,4898.0,4898.0,Public,Admin,0.0,339.0,36.0,PG,West Bengal,0.0
3137,3138,WEST BENGAL,2018.0,97694960.0,4954.0,4954.0,Both,Admin,0.0,339.0,36.0,PG,West Bengal,0.0
3138,3139,WEST BENGAL,2018.0,97694960.0,5024.0,5024.0,Private,PublicHealth,0.0,339.0,36.0,PG,West Bengal,0.0
3139,3140,WEST BENGAL,2018.0,97694960.0,5053.0,5053.0,Public,PublicHealth,10.0,339.0,36.0,PG,West Bengal,0.102359425706301
3140,3141,WEST BENGAL,2018.0,97694960.0,5109.0,5109.0,Both,PublicHealth,10.0,339.0,36.0,PG,West Bengal,0.102359425706301
3141,3142,WEST BENGAL,2018.0,97694960.0,5179.0,5179.0,Private,Sports,0.0,339.0,36.0,PG,West Bengal,0.0
3142,3143,WEST BENGAL,2018.0,97694960.0,5208.0,5208.0,Public,Sports,0.0,339.0,36.0,PG,West Bengal,0.0
3143,3144,WEST BENGAL,2018.0,97694960.0,5264.0,5264.0,Both,Sports,0.0,339.0,36.0,PG,West Bengal,0.0
3144,3145,WEST BENGAL,2018.0,97694960.0,5334.0,5334.0,Private,Education,0.0,339.0,36.0,PG,West Bengal,0.0
3145,3146,WEST BENGAL,2018.0,97694960.0,5363.0,5363.0,Public,Education,0.0,339.0,36.0,PG,West Bengal,0.0
3146,3147,WEST BENGAL,2018.0,97694960.0,5419.0,5419.0,Both,Education,0.0,339.0,36.0,PG,West Bengal,0.0
3147,3148,WEST BENGAL,2018.0,97694960.0,5489.0,5489.0,Private,Genetics,0.0,339.0,36.0,PG,West Bengal,0.0
3148,3149,WEST BENGAL,2018.0,97694960.0,5518.0,5518.0,Public,Genetics,0.0,339.0,36.0,PG,West Bengal,0.0
3149,3150,WEST BENGAL,2018.0,97694960.0,5574.0,5574.0,Both,Genetics,0.0,339.0,36.0,PG,West Bengal,0.0
