,State,Management,Year,Specialisation,Seats,censuscode,ST_CEN_CD,UG_PG,st_new
2827,TAMIL NADU,Public,2001.0,Orthopaedics,35.0,616.0,31.0,PG,Tamil Nadu
2828,UTTAR PRADESH,Public,2001.0,Orthopaedics,38.0,146.0,34.0,PG,Uttar Pradesh
2829,UTTARAKHAND,Public,2001.0,Orthopaedics,0.0,64.0,35.0,PG,Uttarakhand
2830,WEST BENGAL,Public,2001.0,Orthopaedics,25.0,339.0,36.0,PG,West Bengal
2831,ANDHRA PRADESH,Private,2018.0,Orthopaedics,68.0,553.0,2.0,PG,Andhra Pradesh
2832,BIHAR,Private,2018.0,Orthopaedics,14.0,209.0,5.0,PG,Bihar
2833,CHHATTISGARH,Private,2018.0,Orthopaedics,0.0,414.0,7.0,PG,Chhattisgarh
2834,NCT OF DELHI,Private,2018.0,Orthopaedics,0.0,95.0,10.0,PG,NCT of Delhi
2835,GUJARAT,Private,2018.0,Orthopaedics,24.0,474.0,12.0,PG,Gujarat
2836,HARYANA,Private,2018.0,Orthopaedics,15.0,70.0,13.0,PG,Haryana
2837,HIMACHAL PRADESH,Private,2018.0,Orthopaedics,0.0,30.0,14.0,PG,Himachal Pradesh
2838,JAMMU & KASHMIR,Private,2018.0,Orthopaedics,0.0,14.0,15.0,PG,Jammu & Kashmir
2839,KARNATAKA,Private,2018.0,Orthopaedics,201.0,556.0,17.0,PG,Karnataka
2840,KERALA,Private,2018.0,Orthopaedics,24.0,598.0,18.0,PG,Kerala
2841,MADHYA PRADESH,Private,2018.0,Orthopaedics,18.0,465.0,20.0,PG,Madhya Pradesh
2842,MAHARASHTRA,Private,2018.0,Orthopaedics,122.0,522.0,21.0,PG,Maharashtra
2843,ODISHA,Private,2018.0,Orthopaedics,19.0,384.0,26.0,PG,Odisha
2844,PUDUCHERRY,Private,2018.0,Orthopaedics,31.0,636.0,27.0,PG,Puducherry
2845,PUNJAB,Private,2018.0,Orthopaedics,14.0,49.0,28.0,PG,Punjab
2846,RAJASTHAN,Private,2018.0,Orthopaedics,16.0,119.0,29.0,PG,Rajasthan
2847,SIKKIM,Private,2018.0,Orthopaedics,0.0,244.0,30.0,PG,Sikkim
2848,TAMIL NADU,Private,2018.0,Orthopaedics,71.0,616.0,31.0,PG,Tamil Nadu
2849,TELANGANA,Private,2018.0,Orthopaedics,51.0,532.0,32.0,PG,Telangana
2850,TRIPURA,Private,2018.0,Orthopaedics,0.0,291.0,33.0,PG,Tripura
2851,UTTAR PRADESH,Private,2018.0,Orthopaedics,39.0,146.0,34.0,PG,Uttar Pradesh
2852,UTTARAKHAND,Private,2018.0,Orthopaedics,8.0,64.0,35.0,PG,Uttarakhand
2853,WEST BENGAL,Private,2018.0,Orthopaedics,7.0,339.0,36.0,PG,West Bengal
2854,ANDAMAN & NICOBAR ISLAND,Public,2018.0,Orthopaedics,0.0,638.0,1.0,PG,Andaman & Nicobar Island
2855,ANDHRA PRADESH,Public,2018.0,Orthopaedics,37.0,553.0,2.0,PG,Andhra Pradesh
2856,ASSAM,Public,2018.0,Orthopaedics,30.0,324.0,4.0,PG,Assam
2857,BIHAR,Public,2018.0,Orthopaedics,21.0,209.0,5.0,PG,Bihar
2858,CHANDIGARH,Public,2018.0,Orthopaedics,25.0,55.0,6.0,PG,Chandigarh
2859,CHHATTISGARH,Public,2018.0,Orthopaedics,8.0,414.0,7.0,PG,Chhattisgarh
2860,NCT OF DELHI,Public,2018.0,Orthopaedics,79.0,95.0,10.0,PG,NCT of Delhi
2861,GOA,Public,2018.0,Orthopaedics,3.0,585.0,11.0,PG,Goa
2862,GUJARAT,Public,2018.0,Orthopaedics,84.0,474.0,12.0,PG,Gujarat
2863,HARYANA,Public,2018.0,Orthopaedics,20.0,70.0,13.0,PG,Haryana
2864,HIMACHAL PRADESH,Public,2018.0,Orthopaedics,13.0,30.0,14.0,PG,Himachal Pradesh
2865,JAMMU & KASHMIR,Public,2018.0,Orthopaedics,37.0,14.0,15.0,PG,Jammu & Kashmir
2866,JHARKHAND,Public,2018.0,Orthopaedics,6.0,355.0,16.0,PG,Jharkhand
2867,KARNATAKA,Public,2018.0,Orthopaedics,66.0,556.0,17.0,PG,Karnataka
2868,KERALA,Public,2018.0,Orthopaedics,58.0,598.0,18.0,PG,Kerala
2869,MADHYA PRADESH,Public,2018.0,Orthopaedics,45.0,465.0,20.0,PG,Madhya Pradesh
2870,MAHARASHTRA,Public,2018.0,Orthopaedics,99.0,522.0,21.0,PG,Maharashtra
2871,MANIPUR,Public,2018.0,Orthopaedics,11.0,275.0,22.0,PG,Manipur
2872,MEGHALAYA,Public,2018.0,Orthopaedics,0.0,294.0,23.0,PG,Meghalaya
2873,ODISHA,Public,2018.0,Orthopaedics,19.0,384.0,26.0,PG,Odisha
2874,PUDUCHERRY,Public,2018.0,Orthopaedics,10.0,636.0,27.0,PG,Puducherry
2875,PUNJAB,Public,2018.0,Orthopaedics,22.0,49.0,28.0,PG,Punjab
2876,RAJASTHAN,Public,2018.0,Orthopaedics,78.0,119.0,29.0,PG,Rajasthan
2877,TAMIL NADU,Public,2018.0,Orthopaedics,108.0,616.0,31.0,PG,Tamil Nadu
2878,TELANGANA,Public,2018.0,Orthopaedics,45.0,532.0,32.0,PG,Telangana
2879,TRIPURA,Public,2018.0,Orthopaedics,2.0,291.0,33.0,PG,Tripura
2880,UTTAR PRADESH,Public,2018.0,Orthopaedics,79.0,146.0,34.0,PG,Uttar Pradesh
2881,UTTARAKHAND,Public,2018.0,Orthopaedics,0.0,64.0,35.0,PG,Uttarakhand
2882,WEST BENGAL,Public,2018.0,Orthopaedics,46.0,339.0,36.0,PG,West Bengal
2883,ASSAM,Both,2001.0,Orthopaedics,7.0,324.0,4.0,PG,Assam
2884,BIHAR,Both,2001.0,Orthopaedics,11.0,209.0,5.0,PG,Bihar
2885,CHANDIGARH,Both,2001.0,Orthopaedics,17.0,55.0,6.0,PG,Chandigarh
2886,CHHATTISGARH,Both,2001.0,Orthopaedics,8.0,414.0,7.0,PG,Chhattisgarh
2887,GOA,Both,2001.0,Orthopaedics,2.0,585.0,11.0,PG,Goa
2888,GUJARAT,Both,2001.0,Orthopaedics,16.0,474.0,12.0,PG,Gujarat
2889,HARYANA,Both,2001.0,Orthopaedics,15.0,70.0,13.0,PG,Haryana
2890,HIMACHAL PRADESH,Both,2001.0,Orthopaedics,0.0,30.0,14.0,PG,Himachal Pradesh
2891,JAMMU & KASHMIR,Both,2001.0,Orthopaedics,12.0,14.0,15.0,PG,Jammu & Kashmir
2892,JHARKHAND,Both,2001.0,Orthopaedics,3.0,355.0,16.0,PG,Jharkhand
2893,KARNATAKA,Both,2001.0,Orthopaedics,105.0,556.0,17.0,PG,Karnataka
2894,KERALA,Both,2001.0,Orthopaedics,23.0,598.0,18.0,PG,Kerala
2895,MADHYA PRADESH,Both,2001.0,Orthopaedics,32.0,465.0,20.0,PG,Madhya Pradesh
2896,MAHARASHTRA,Both,2001.0,Orthopaedics,55.0,522.0,21.0,PG,Maharashtra
2897,MANIPUR,Both,2001.0,Orthopaedics,3.0,275.0,22.0,PG,Manipur
2898,MEGHALAYA,Both,2001.0,Orthopaedics,0.0,294.0,23.0,PG,Meghalaya
2899,NCT OF DELHI,Both,2001.0,Orthopaedics,36.0,95.0,10.0,PG,NCT of Delhi
2900,ODISHA,Both,2001.0,Orthopaedics,3.0,384.0,26.0,PG,Odisha
2901,PUDUCHERRY,Both,2001.0,Orthopaedics,0.0,636.0,27.0,PG,Puducherry
2902,PUNJAB,Both,2001.0,Orthopaedics,22.0,49.0,28.0,PG,Punjab
2903,RAJASTHAN,Both,2001.0,Orthopaedics,29.0,119.0,29.0,PG,Rajasthan
2904,SIKKIM,Both,2001.0,Orthopaedics,0.0,244.0,30.0,PG,Sikkim
2905,TAMIL NADU,Both,2001.0,Orthopaedics,47.0,616.0,31.0,PG,Tamil Nadu
2906,UTTAR PRADESH,Both,2001.0,Orthopaedics,38.0,146.0,34.0,PG,Uttar Pradesh
2907,UTTARAKHAND,Both,2001.0,Orthopaedics,6.0,64.0,35.0,PG,Uttarakhand
2908,WEST BENGAL,Both,2001.0,Orthopaedics,25.0,339.0,36.0,PG,West Bengal
2909,ANDAMAN & NICOBAR ISLAND,Both,2018.0,Orthopaedics,0.0,638.0,1.0,PG,Andaman & Nicobar Island
2910,ANDHRA PRADESH,Both,2018.0,Orthopaedics,105.0,553.0,2.0,PG,Andhra Pradesh
2911,ASSAM,Both,2018.0,Orthopaedics,30.0,324.0,4.0,PG,Assam
2912,BIHAR,Both,2018.0,Orthopaedics,35.0,209.0,5.0,PG,Bihar
2913,CHANDIGARH,Both,2018.0,Orthopaedics,25.0,55.0,6.0,PG,Chandigarh
2914,CHHATTISGARH,Both,2018.0,Orthopaedics,8.0,414.0,7.0,PG,Chhattisgarh
2915,GOA,Both,2018.0,Orthopaedics,3.0,585.0,11.0,PG,Goa
2916,GUJARAT,Both,2018.0,Orthopaedics,108.0,474.0,12.0,PG,Gujarat
2917,HARYANA,Both,2018.0,Orthopaedics,35.0,70.0,13.0,PG,Haryana
2918,HIMACHAL PRADESH,Both,2018.0,Orthopaedics,13.0,30.0,14.0,PG,Himachal Pradesh
2919,JAMMU & KASHMIR,Both,2018.0,Orthopaedics,37.0,14.0,15.0,PG,Jammu & Kashmir
2920,JHARKHAND,Both,2018.0,Orthopaedics,6.0,355.0,16.0,PG,Jharkhand
2921,KARNATAKA,Both,2018.0,Orthopaedics,267.0,556.0,17.0,PG,Karnataka
2922,KERALA,Both,2018.0,Orthopaedics,82.0,598.0,18.0,PG,Kerala
2923,MADHYA PRADESH,Both,2018.0,Orthopaedics,63.0,465.0,20.0,PG,Madhya Pradesh
2924,MAHARASHTRA,Both,2018.0,Orthopaedics,221.0,522.0,21.0,PG,Maharashtra
2925,MANIPUR,Both,2018.0,Orthopaedics,11.0,275.0,22.0,PG,Manipur
2926,MEGHALAYA,Both,2018.0,Orthopaedics,0.0,294.0,23.0,PG,Meghalaya
2927,NCT OF DELHI,Both,2018.0,Orthopaedics,79.0,95.0,10.0,PG,NCT of Delhi
2928,ODISHA,Both,2018.0,Orthopaedics,38.0,384.0,26.0,PG,Odisha
2929,PUDUCHERRY,Both,2018.0,Orthopaedics,41.0,636.0,27.0,PG,Puducherry
2930,PUNJAB,Both,2018.0,Orthopaedics,36.0,49.0,28.0,PG,Punjab
2931,RAJASTHAN,Both,2018.0,Orthopaedics,94.0,119.0,29.0,PG,Rajasthan
2932,SIKKIM,Both,2018.0,Orthopaedics,0.0,244.0,30.0,PG,Sikkim
2933,TAMIL NADU,Both,2018.0,Orthopaedics,179.0,616.0,31.0,PG,Tamil Nadu
2934,TELANGANA,Both,2018.0,Orthopaedics,96.0,532.0,32.0,PG,Telangana
2935,TRIPURA,Both,2018.0,Orthopaedics,2.0,291.0,33.0,PG,Tripura
2936,UTTAR PRADESH,Both,2018.0,Orthopaedics,118.0,146.0,34.0,PG,Uttar Pradesh
2937,UTTARAKHAND,Both,2018.0,Orthopaedics,8.0,64.0,35.0,PG,Uttarakhand
2938,WEST BENGAL,Both,2018.0,Orthopaedics,53.0,339.0,36.0,PG,West Bengal
2939,ANDHRA PRADESH,Private,2001.0,Orthopaedics,0.0,553.0,2.0,PG,Andhra Pradesh
2940,TELANGANA,Private,2001.0,Orthopaedics,0.0,,,PG,Telangana
2941,ANDHRA PRADESH,Public,2001.0,Orthopaedics,35.0,553.0,2.0,PG,Andhra Pradesh
2942,TELANGANA,Public,2001.0,Orthopaedics,35.0,,,PG,Telangana
2943,ANDHRA PRADESH,Both,2001.0,Orthopaedics,35.0,553.0,2.0,PG,Andhra Pradesh
2944,TELANGANA,Both,2001.0,Orthopaedics,35.0,,,PG,Telangana
2945,GUJARAT,Private,2001.0,Anatomy,0.0,474.0,12.0,PG,Gujarat
2946,HARYANA,Private,2001.0,Anatomy,2.0,70.0,13.0,PG,Haryana
2947,JAMMU & KASHMIR,Private,2001.0,Anatomy,0.0,14.0,15.0,PG,Jammu & Kashmir
2948,KARNATAKA,Private,2001.0,Anatomy,26.0,556.0,17.0,PG,Karnataka
2949,KERALA,Private,2001.0,Anatomy,0.0,598.0,18.0,PG,Kerala
2950,MADHYA PRADESH,Private,2001.0,Anatomy,11.0,465.0,20.0,PG,Madhya Pradesh
2951,MAHARASHTRA,Private,2001.0,Anatomy,8.0,522.0,21.0,PG,Maharashtra
2952,ODISHA,Private,2001.0,Anatomy,0.0,384.0,26.0,PG,Odisha
2953,PUDUCHERRY,Private,2001.0,Anatomy,0.0,636.0,27.0,PG,Puducherry
2954,PUNJAB,Private,2001.0,Anatomy,4.0,49.0,28.0,PG,Punjab
2955,RAJASTHAN,Private,2001.0,Anatomy,3.0,119.0,29.0,PG,Rajasthan
2956,SIKKIM,Private,2001.0,Anatomy,0.0,244.0,30.0,PG,Sikkim
2957,TAMIL NADU,Private,2001.0,Anatomy,7.0,616.0,31.0,PG,Tamil Nadu
2958,UTTAR PRADESH,Private,2001.0,Anatomy,0.0,146.0,34.0,PG,Uttar Pradesh
2959,UTTARAKHAND,Private,2001.0,Anatomy,2.0,64.0,35.0,PG,Uttarakhand
2960,WEST BENGAL,Private,2001.0,Anatomy,0.0,339.0,36.0,PG,West Bengal
2961,ASSAM,Public,2001.0,Anatomy,14.0,324.0,4.0,PG,Assam
2962,BIHAR,Public,2001.0,Anatomy,10.0,209.0,5.0,PG,Bihar
2963,CHANDIGARH,Public,2001.0,Anatomy,2.0,55.0,6.0,PG,Chandigarh
2964,CHHATTISGARH,Public,2001.0,Anatomy,1.0,414.0,7.0,PG,Chhattisgarh
2965,NCT OF DELHI,Public,2001.0,Anatomy,28.0,95.0,10.0,PG,NCT of Delhi
2966,GOA,Public,2001.0,Anatomy,0.0,585.0,11.0,PG,Goa
2967,GUJARAT,Public,2001.0,Anatomy,10.0,474.0,12.0,PG,Gujarat
2968,HARYANA,Public,2001.0,Anatomy,4.0,70.0,13.0,PG,Haryana
2969,HIMACHAL PRADESH,Public,2001.0,Anatomy,0.0,30.0,14.0,PG,Himachal Pradesh
2970,JAMMU & KASHMIR,Public,2001.0,Anatomy,3.0,14.0,15.0,PG,Jammu & Kashmir
2971,JHARKHAND,Public,2001.0,Anatomy,3.0,355.0,16.0,PG,Jharkhand
2972,KARNATAKA,Public,2001.0,Anatomy,5.0,556.0,17.0,PG,Karnataka
2973,KERALA,Public,2001.0,Anatomy,7.0,598.0,18.0,PG,Kerala
2974,MADHYA PRADESH,Public,2001.0,Anatomy,8.0,465.0,20.0,PG,Madhya Pradesh
2975,MAHARASHTRA,Public,2001.0,Anatomy,30.0,522.0,21.0,PG,Maharashtra
2976,MANIPUR,Public,2001.0,Anatomy,6.0,275.0,22.0,PG,Manipur
2977,MEGHALAYA,Public,2001.0,Anatomy,0.0,294.0,23.0,PG,Meghalaya
2978,ODISHA,Public,2001.0,Anatomy,0.0,384.0,26.0,PG,Odisha
2979,PUDUCHERRY,Public,2001.0,Anatomy,0.0,636.0,27.0,PG,Puducherry
2980,PUNJAB,Public,2001.0,Anatomy,10.0,49.0,28.0,PG,Punjab
2981,RAJASTHAN,Public,2001.0,Anatomy,4.0,119.0,29.0,PG,Rajasthan
2982,TAMIL NADU,Public,2001.0,Anatomy,10.0,616.0,31.0,PG,Tamil Nadu
2983,UTTAR PRADESH,Public,2001.0,Anatomy,15.0,146.0,34.0,PG,Uttar Pradesh
2984,UTTARAKHAND,Public,2001.0,Anatomy,0.0,64.0,35.0,PG,Uttarakhand
2985,WEST BENGAL,Public,2001.0,Anatomy,9.0,339.0,36.0,PG,West Bengal
2986,ANDHRA PRADESH,Private,2018.0,Anatomy,17.0,553.0,2.0,PG,Andhra Pradesh
2987,BIHAR,Private,2018.0,Anatomy,6.0,209.0,5.0,PG,Bihar
2988,CHHATTISGARH,Private,2018.0,Anatomy,0.0,414.0,7.0,PG,Chhattisgarh
2989,NCT OF DELHI,Private,2018.0,Anatomy,3.0,95.0,10.0,PG,NCT of Delhi
2990,GUJARAT,Private,2018.0,Anatomy,16.0,474.0,12.0,PG,Gujarat
2991,HARYANA,Private,2018.0,Anatomy,8.0,70.0,13.0,PG,Haryana
2992,HIMACHAL PRADESH,Private,2018.0,Anatomy,0.0,30.0,14.0,PG,Himachal Pradesh
2993,JAMMU & KASHMIR,Private,2018.0,Anatomy,0.0,14.0,15.0,PG,Jammu & Kashmir
2994,KARNATAKA,Private,2018.0,Anatomy,99.0,556.0,17.0,PG,Karnataka
2995,KERALA,Private,2018.0,Anatomy,12.0,598.0,18.0,PG,Kerala
2996,MADHYA PRADESH,Private,2018.0,Anatomy,13.0,465.0,20.0,PG,Madhya Pradesh
2997,MAHARASHTRA,Private,2018.0,Anatomy,52.0,522.0,21.0,PG,Maharashtra
2998,ODISHA,Private,2018.0,Anatomy,6.0,384.0,26.0,PG,Odisha
2999,PUDUCHERRY,Private,2018.0,Anatomy,13.0,636.0,27.0,PG,Puducherry
3000,PUNJAB,Private,2018.0,Anatomy,10.0,49.0,28.0,PG,Punjab
3001,RAJASTHAN,Private,2018.0,Anatomy,9.0,119.0,29.0,PG,Rajasthan
3002,SIKKIM,Private,2018.0,Anatomy,0.0,244.0,30.0,PG,Sikkim
3003,TAMIL NADU,Private,2018.0,Anatomy,41.0,616.0,31.0,PG,Tamil Nadu
3004,TELANGANA,Private,2018.0,Anatomy,30.0,532.0,32.0,PG,Telangana
3005,TRIPURA,Private,2018.0,Anatomy,0.0,291.0,33.0,PG,Tripura
3006,UTTAR PRADESH,Private,2018.0,Anatomy,30.0,146.0,34.0,PG,Uttar Pradesh
3007,UTTARAKHAND,Private,2018.0,Anatomy,5.0,64.0,35.0,PG,Uttarakhand
3008,WEST BENGAL,Private,2018.0,Anatomy,5.0,339.0,36.0,PG,West Bengal
3009,ANDAMAN & NICOBAR ISLAND,Public,2018.0,Anatomy,0.0,638.0,1.0,PG,Andaman & Nicobar Island
3010,ANDHRA PRADESH,Public,2018.0,Anatomy,20.0,553.0,2.0,PG,Andhra Pradesh
3011,ASSAM,Public,2018.0,Anatomy,18.0,324.0,4.0,PG,Assam
3012,BIHAR,Public,2018.0,Anatomy,23.0,209.0,5.0,PG,Bihar
3013,CHANDIGARH,Public,2018.0,Anatomy,3.0,55.0,6.0,PG,Chandigarh
3014,CHHATTISGARH,Public,2018.0,Anatomy,4.0,414.0,7.0,PG,Chhattisgarh
3015,NCT OF DELHI,Public,2018.0,Anatomy,45.0,95.0,10.0,PG,NCT of Delhi
3016,GOA,Public,2018.0,Anatomy,4.0,585.0,11.0,PG,Goa
3017,GUJARAT,Public,2018.0,Anatomy,39.0,474.0,12.0,PG,Gujarat
3018,HARYANA,Public,2018.0,Anatomy,10.0,70.0,13.0,PG,Haryana
3019,HIMACHAL PRADESH,Public,2018.0,Anatomy,4.0,30.0,14.0,PG,Himachal Pradesh
3020,JAMMU & KASHMIR,Public,2018.0,Anatomy,9.0,14.0,15.0,PG,Jammu & Kashmir
3021,JHARKHAND,Public,2018.0,Anatomy,7.0,355.0,16.0,PG,Jharkhand
3022,KARNATAKA,Public,2018.0,Anatomy,22.0,556.0,17.0,PG,Karnataka
3023,KERALA,Public,2018.0,Anatomy,16.0,598.0,18.0,PG,Kerala
3024,MADHYA PRADESH,Public,2018.0,Anatomy,12.0,465.0,20.0,PG,Madhya Pradesh
3025,MAHARASHTRA,Public,2018.0,Anatomy,47.0,522.0,21.0,PG,Maharashtra
3026,MANIPUR,Public,2018.0,Anatomy,8.0,275.0,22.0,PG,Manipur
3027,MEGHALAYA,Public,2018.0,Anatomy,2.0,294.0,23.0,PG,Meghalaya
3028,ODISHA,Public,2018.0,Anatomy,17.0,384.0,26.0,PG,Odisha
3029,PUDUCHERRY,Public,2018.0,Anatomy,7.0,636.0,27.0,PG,Puducherry
3030,PUNJAB,Public,2018.0,Anatomy,17.0,49.0,28.0,PG,Punjab
3031,RAJASTHAN,Public,2018.0,Anatomy,20.0,119.0,29.0,PG,Rajasthan
3032,TAMIL NADU,Public,2018.0,Anatomy,17.0,616.0,31.0,PG,Tamil Nadu
3033,TELANGANA,Public,2018.0,Anatomy,14.0,532.0,32.0,PG,Telangana
3034,TRIPURA,Public,2018.0,Anatomy,0.0,291.0,33.0,PG,Tripura
3035,UTTAR PRADESH,Public,2018.0,Anatomy,26.0,146.0,34.0,PG,Uttar Pradesh
3036,UTTARAKHAND,Public,2018.0,Anatomy,8.0,64.0,35.0,PG,Uttarakhand
3037,WEST BENGAL,Public,2018.0,Anatomy,32.0,339.0,36.0,PG,West Bengal
3038,ASSAM,Both,2001.0,Anatomy,14.0,324.0,4.0,PG,Assam
3039,BIHAR,Both,2001.0,Anatomy,10.0,209.0,5.0,PG,Bihar
3040,CHANDIGARH,Both,2001.0,Anatomy,2.0,55.0,6.0,PG,Chandigarh
3041,CHHATTISGARH,Both,2001.0,Anatomy,1.0,414.0,7.0,PG,Chhattisgarh
3042,GOA,Both,2001.0,Anatomy,0.0,585.0,11.0,PG,Goa
3043,GUJARAT,Both,2001.0,Anatomy,10.0,474.0,12.0,PG,Gujarat
3044,HARYANA,Both,2001.0,Anatomy,6.0,70.0,13.0,PG,Haryana
3045,HIMACHAL PRADESH,Both,2001.0,Anatomy,0.0,30.0,14.0,PG,Himachal Pradesh
3046,JAMMU & KASHMIR,Both,2001.0,Anatomy,3.0,14.0,15.0,PG,Jammu & Kashmir
3047,JHARKHAND,Both,2001.0,Anatomy,3.0,355.0,16.0,PG,Jharkhand
3048,KARNATAKA,Both,2001.0,Anatomy,31.0,556.0,17.0,PG,Karnataka
3049,KERALA,Both,2001.0,Anatomy,7.0,598.0,18.0,PG,Kerala
3050,MADHYA PRADESH,Both,2001.0,Anatomy,19.0,465.0,20.0,PG,Madhya Pradesh
3051,MAHARASHTRA,Both,2001.0,Anatomy,38.0,522.0,21.0,PG,Maharashtra
3052,MANIPUR,Both,2001.0,Anatomy,6.0,275.0,22.0,PG,Manipur
3053,MEGHALAYA,Both,2001.0,Anatomy,0.0,294.0,23.0,PG,Meghalaya
3054,NCT OF DELHI,Both,2001.0,Anatomy,28.0,95.0,10.0,PG,NCT of Delhi
3055,ODISHA,Both,2001.0,Anatomy,0.0,384.0,26.0,PG,Odisha
3056,PUDUCHERRY,Both,2001.0,Anatomy,0.0,636.0,27.0,PG,Puducherry
3057,PUNJAB,Both,2001.0,Anatomy,14.0,49.0,28.0,PG,Punjab
3058,RAJASTHAN,Both,2001.0,Anatomy,7.0,119.0,29.0,PG,Rajasthan
3059,SIKKIM,Both,2001.0,Anatomy,0.0,244.0,30.0,PG,Sikkim
3060,TAMIL NADU,Both,2001.0,Anatomy,17.0,616.0,31.0,PG,Tamil Nadu
3061,UTTAR PRADESH,Both,2001.0,Anatomy,15.0,146.0,34.0,PG,Uttar Pradesh
3062,UTTARAKHAND,Both,2001.0,Anatomy,2.0,64.0,35.0,PG,Uttarakhand
3063,WEST BENGAL,Both,2001.0,Anatomy,9.0,339.0,36.0,PG,West Bengal
3064,ANDAMAN & NICOBAR ISLAND,Both,2018.0,Anatomy,0.0,638.0,1.0,PG,Andaman & Nicobar Island
3065,ANDHRA PRADESH,Both,2018.0,Anatomy,37.0,553.0,2.0,PG,Andhra Pradesh
3066,ASSAM,Both,2018.0,Anatomy,18.0,324.0,4.0,PG,Assam
3067,BIHAR,Both,2018.0,Anatomy,29.0,209.0,5.0,PG,Bihar
3068,CHANDIGARH,Both,2018.0,Anatomy,3.0,55.0,6.0,PG,Chandigarh
3069,CHHATTISGARH,Both,2018.0,Anatomy,4.0,414.0,7.0,PG,Chhattisgarh
3070,GOA,Both,2018.0,Anatomy,4.0,585.0,11.0,PG,Goa
3071,GUJARAT,Both,2018.0,Anatomy,55.0,474.0,12.0,PG,Gujarat
3072,HARYANA,Both,2018.0,Anatomy,18.0,70.0,13.0,PG,Haryana
3073,HIMACHAL PRADESH,Both,2018.0,Anatomy,4.0,30.0,14.0,PG,Himachal Pradesh
3074,JAMMU & KASHMIR,Both,2018.0,Anatomy,9.0,14.0,15.0,PG,Jammu & Kashmir
3075,JHARKHAND,Both,2018.0,Anatomy,7.0,355.0,16.0,PG,Jharkhand
3076,KARNATAKA,Both,2018.0,Anatomy,121.0,556.0,17.0,PG,Karnataka
3077,KERALA,Both,2018.0,Anatomy,28.0,598.0,18.0,PG,Kerala
3078,MADHYA PRADESH,Both,2018.0,Anatomy,25.0,465.0,20.0,PG,Madhya Pradesh
3079,MAHARASHTRA,Both,2018.0,Anatomy,99.0,522.0,21.0,PG,Maharashtra
3080,MANIPUR,Both,2018.0,Anatomy,8.0,275.0,22.0,PG,Manipur
3081,MEGHALAYA,Both,2018.0,Anatomy,2.0,294.0,23.0,PG,Meghalaya
3082,NCT OF DELHI,Both,2018.0,Anatomy,48.0,95.0,10.0,PG,NCT of Delhi
3083,ODISHA,Both,2018.0,Anatomy,23.0,384.0,26.0,PG,Odisha
3084,PUDUCHERRY,Both,2018.0,Anatomy,20.0,636.0,27.0,PG,Puducherry
3085,PUNJAB,Both,2018.0,Anatomy,27.0,49.0,28.0,PG,Punjab
3086,RAJASTHAN,Both,2018.0,Anatomy,29.0,119.0,29.0,PG,Rajasthan
3087,SIKKIM,Both,2018.0,Anatomy,0.0,244.0,30.0,PG,Sikkim
3088,TAMIL NADU,Both,2018.0,Anatomy,58.0,616.0,31.0,PG,Tamil Nadu
3089,TELANGANA,Both,2018.0,Anatomy,44.0,532.0,32.0,PG,Telangana
3090,TRIPURA,Both,2018.0,Anatomy,0.0,291.0,33.0,PG,Tripura
3091,UTTAR PRADESH,Both,2018.0,Anatomy,56.0,146.0,34.0,PG,Uttar Pradesh
3092,UTTARAKHAND,Both,2018.0,Anatomy,13.0,64.0,35.0,PG,Uttarakhand
3093,WEST BENGAL,Both,2018.0,Anatomy,37.0,339.0,36.0,PG,West Bengal
3094,ANDHRA PRADESH,Private,2001.0,Anatomy,0.0,553.0,2.0,PG,Andhra Pradesh
3095,TELANGANA,Private,2001.0,Anatomy,0.0,,,PG,Telangana
3096,ANDHRA PRADESH,Public,2001.0,Anatomy,18.0,553.0,2.0,PG,Andhra Pradesh
3097,TELANGANA,Public,2001.0,Anatomy,18.0,,,PG,Telangana
3098,ANDHRA PRADESH,Both,2001.0,Anatomy,18.0,553.0,2.0,PG,Andhra Pradesh
3099,TELANGANA,Both,2001.0,Anatomy,18.0,,,PG,Telangana
3100,GUJARAT,Private,2001.0,General,8.0,474.0,12.0,PG,Gujarat
3101,HARYANA,Private,2001.0,General,2.0,70.0,13.0,PG,Haryana
3102,JAMMU & KASHMIR,Private,2001.0,General,0.0,14.0,15.0,PG,Jammu & Kashmir
3103,KARNATAKA,Private,2001.0,General,158.0,556.0,17.0,PG,Karnataka
3104,KERALA,Private,2001.0,General,0.0,598.0,18.0,PG,Kerala
3105,MADHYA PRADESH,Private,2001.0,General,11.0,465.0,20.0,PG,Madhya Pradesh
3106,MAHARASHTRA,Private,2001.0,General,39.0,522.0,21.0,PG,Maharashtra
3107,ODISHA,Private,2001.0,General,0.0,384.0,26.0,PG,Odisha
3108,PUDUCHERRY,Private,2001.0,General,0.0,636.0,27.0,PG,Puducherry
3109,PUNJAB,Private,2001.0,General,32.0,49.0,28.0,PG,Punjab
3110,RAJASTHAN,Private,2001.0,General,8.0,119.0,29.0,PG,Rajasthan
3111,SIKKIM,Private,2001.0,General,0.0,244.0,30.0,PG,Sikkim
3112,TAMIL NADU,Private,2001.0,General,34.0,616.0,31.0,PG,Tamil Nadu
3113,UTTAR PRADESH,Private,2001.0,General,0.0,146.0,34.0,PG,Uttar Pradesh
3114,UTTARAKHAND,Private,2001.0,General,16.0,64.0,35.0,PG,Uttarakhand
