"","State","Year","Pop","X.1","X","Management","Specialisation","Seats","censuscode","ST_CEN_CD","UG_PG","st_new","Seats2"
"2305","GOA",2001,1348900,642,642,"Public","Oncology",0,585,11,"PG","Goa",0
"2306","GOA",2001,1348900,718,718,"Both","Oncology",0,585,11,"PG","Goa",0
"2307","GOA",2001,1348900,797,797,"Public","Psychiatry",3,585,11,"PG","Goa",2.2240343983987
"2308","GOA",2001,1348900,873,873,"Both","Psychiatry",3,585,11,"PG","Goa",2.2240343983987
"2309","GOA",2001,1348900,952,952,"Public","Forensic",2,585,11,"PG","Goa",1.48268959893246
"2310","GOA",2001,1348900,1028,1028,"Both","Forensic",2,585,11,"PG","Goa",1.48268959893246
"2311","GOA",2001,1348900,1107,1107,"Public","Haematology",0,585,11,"PG","Goa",0
"2312","GOA",2001,1348900,1183,1183,"Both","Haematology",0,585,11,"PG","Goa",0
"2313","GOA",2001,1348900,1262,1262,"Public","Gynaecology",8,585,11,"PG","Goa",5.93075839572985
"2314","GOA",2001,1348900,1338,1338,"Both","Gynaecology",8,585,11,"PG","Goa",5.93075839572985
"2315","GOA",2001,1348900,1417,1417,"Public","Endocrinology",0,585,11,"PG","Goa",0
"2316","GOA",2001,1348900,1493,1493,"Both","Endocrinology",0,585,11,"PG","Goa",0
"2317","GOA",2001,1348900,1572,1572,"Public","Ophthalmology",2,585,11,"PG","Goa",1.48268959893246
"2318","GOA",2001,1348900,1648,1648,"Both","Ophthalmology",2,585,11,"PG","Goa",1.48268959893246
"2319","GOA",2001,1348900,1727,1727,"Public","Pulmonology",0,585,11,"PG","Goa",0
"2320","GOA",2001,1348900,1803,1803,"Both","Pulmonology",0,585,11,"PG","Goa",0
"2321","GOA",2001,1348900,1882,1882,"Public","Physiology",0,585,11,"PG","Goa",0
"2322","GOA",2001,1348900,1958,1958,"Both","Physiology",0,585,11,"PG","Goa",0
"2323","GOA",2001,1348900,2037,2037,"Public","Thoracic",0,585,11,"PG","Goa",0
"2324","GOA",2001,1348900,2113,2113,"Both","Thoracic",0,585,11,"PG","Goa",0
"2325","GOA",2001,1348900,2192,2192,"Public","Pharmacology",0,585,11,"PG","Goa",0
"2326","GOA",2001,1348900,2268,2268,"Both","Pharmacology",0,585,11,"PG","Goa",0
"2327","GOA",2001,1348900,2347,2347,"Public","Dermatology",3,585,11,"PG","Goa",2.2240343983987
"2328","GOA",2001,1348900,2423,2423,"Both","Dermatology",3,585,11,"PG","Goa",2.2240343983987
"2329","GOA",2001,1348900,2502,2502,"Public","Radiology",4,585,11,"PG","Goa",2.96537919786493
"2330","GOA",2001,1348900,2578,2578,"Both","Radiology",4,585,11,"PG","Goa",2.96537919786493
"2331","GOA",2001,1348900,2657,2657,"Public","Microbiology",2,585,11,"PG","Goa",1.48268959893246
"2332","GOA",2001,1348900,2733,2733,"Both","Microbiology",2,585,11,"PG","Goa",1.48268959893246
"2333","GOA",2001,1348900,2812,2812,"Public","Orthopaedics",2,585,11,"PG","Goa",1.48268959893246
"2334","GOA",2001,1348900,2888,2888,"Both","Orthopaedics",2,585,11,"PG","Goa",1.48268959893246
"2335","GOA",2001,1348900,2967,2967,"Public","Anatomy",0,585,11,"PG","Goa",0
"2336","GOA",2001,1348900,3043,3043,"Both","Anatomy",0,585,11,"PG","Goa",0
"2337","GOA",2001,1348900,3122,3122,"Public","General",8,585,11,"PG","Goa",5.93075839572985
"2338","GOA",2001,1348900,3198,3198,"Both","General",8,585,11,"PG","Goa",5.93075839572985
"2339","GOA",2001,1348900,3277,3277,"Public","Paediatrics",2,585,11,"PG","Goa",1.48268959893246
"2340","GOA",2001,1348900,3353,3353,"Both","Paediatrics",2,585,11,"PG","Goa",1.48268959893246
"2341","GOA",2001,1348900,3432,3432,"Public","Urology",0,585,11,"PG","Goa",0
"2342","GOA",2001,1348900,3508,3508,"Both","Urology",0,585,11,"PG","Goa",0
"2343","GOA",2001,1348900,3587,3587,"Public","Nephrology",0,585,11,"PG","Goa",0
"2344","GOA",2001,1348900,3663,3663,"Both","Nephrology",0,585,11,"PG","Goa",0
"2345","GOA",2001,1348900,3742,3742,"Public","Gastroenterology",0,585,11,"PG","Goa",0
"2346","GOA",2001,1348900,3818,3818,"Both","Gastroenterology",0,585,11,"PG","Goa",0
"2347","GOA",2001,1348900,3897,3897,"Public","Rehabilitation",0,585,11,"PG","Goa",0
"2348","GOA",2001,1348900,3973,3973,"Both","Rehabilitation",0,585,11,"PG","Goa",0
"2349","GOA",2001,1348900,4052,4052,"Public","Pathology",2,585,11,"PG","Goa",1.48268959893246
"2350","GOA",2001,1348900,4128,4128,"Both","Pathology",2,585,11,"PG","Goa",1.48268959893246
"2351","GOA",2001,1348900,4207,4207,"Public","PlasticSurgery",0,585,11,"PG","Goa",0
"2352","GOA",2001,1348900,4283,4283,"Both","PlasticSurgery",0,585,11,"PG","Goa",0
"2353","GOA",2001,1348900,4362,4362,"Public","ENT",0,585,11,"PG","Goa",0
"2354","GOA",2001,1348900,4438,4438,"Both","ENT",0,585,11,"PG","Goa",0
"2355","GOA",2001,1348900,4517,4517,"Public","Geriatrics",0,585,11,"PG","Goa",0
"2356","GOA",2001,1348900,4593,4593,"Both","Geriatrics",0,585,11,"PG","Goa",0
"2357","GOA",2001,1348900,4672,4672,"Public","Immunology",0,585,11,"PG","Goa",0
"2358","GOA",2001,1348900,4748,4748,"Both","Immunology",0,585,11,"PG","Goa",0
"2359","GOA",2001,1348900,4827,4827,"Public","Admin",0,585,11,"PG","Goa",0
"2360","GOA",2001,1348900,4903,4903,"Both","Admin",0,585,11,"PG","Goa",0
"2361","GOA",2001,1348900,4982,4982,"Public","PublicHealth",2,585,11,"PG","Goa",1.48268959893246
"2362","GOA",2001,1348900,5058,5058,"Both","PublicHealth",2,585,11,"PG","Goa",1.48268959893246
"2363","GOA",2001,1348900,5137,5137,"Public","Sports",0,585,11,"PG","Goa",0
"2364","GOA",2001,1348900,5213,5213,"Both","Sports",0,585,11,"PG","Goa",0
"2365","GOA",2001,1348900,5292,5292,"Public","Education",0,585,11,"PG","Goa",0
"2366","GOA",2001,1348900,5368,5368,"Both","Education",0,585,11,"PG","Goa",0
"2367","GOA",2001,1348900,5447,5447,"Public","Genetics",0,585,11,"PG","Goa",0
"2368","GOA",2001,1348900,5523,5523,"Both","Genetics",0,585,11,"PG","Goa",0
"2369","GOA",2001,1348900,5602,5602,"Public","Hepatology",0,585,11,"PG","Goa",0
"2370","GOA",2001,1348900,5678,5678,"Both","Hepatology",0,585,11,"PG","Goa",0
"2371","ARUNANCHAL PRADESH",2001,1098328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2372","MIZORAM",2001,889690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2373","SIKKIM",2001,541902,12,12,"Private","All",0,244,30,"PG","Sikkim",0
"2374","SIKKIM",2001,541902,115,115,"Both","All",0,244,30,"PG","Sikkim",0
"2375","SIKKIM",2001,541902,167,167,"Private","Anaesthesia",0,244,30,"PG","Sikkim",0
"2376","SIKKIM",2001,541902,270,270,"Both","Anaesthesia",0,244,30,"PG","Sikkim",0
"2377","SIKKIM",2001,541902,322,322,"Private","Cardiology",0,244,30,"PG","Sikkim",0
"2378","SIKKIM",2001,541902,425,425,"Both","Cardiology",0,244,30,"PG","Sikkim",0
"2379","SIKKIM",2001,541902,477,477,"Private","Neurology",0,244,30,"PG","Sikkim",0
"2380","SIKKIM",2001,541902,580,580,"Both","Neurology",0,244,30,"PG","Sikkim",0
"2381","SIKKIM",2001,541902,632,632,"Private","Oncology",0,244,30,"PG","Sikkim",0
"2382","SIKKIM",2001,541902,735,735,"Both","Oncology",0,244,30,"PG","Sikkim",0
"2383","SIKKIM",2001,541902,787,787,"Private","Psychiatry",0,244,30,"PG","Sikkim",0
"2384","SIKKIM",2001,541902,890,890,"Both","Psychiatry",0,244,30,"PG","Sikkim",0
"2385","SIKKIM",2001,541902,942,942,"Private","Forensic",0,244,30,"PG","Sikkim",0
"2386","SIKKIM",2001,541902,1045,1045,"Both","Forensic",0,244,30,"PG","Sikkim",0
"2387","SIKKIM",2001,541902,1097,1097,"Private","Haematology",0,244,30,"PG","Sikkim",0
"2388","SIKKIM",2001,541902,1200,1200,"Both","Haematology",0,244,30,"PG","Sikkim",0
"2389","SIKKIM",2001,541902,1252,1252,"Private","Gynaecology",0,244,30,"PG","Sikkim",0
"2390","SIKKIM",2001,541902,1355,1355,"Both","Gynaecology",0,244,30,"PG","Sikkim",0
"2391","SIKKIM",2001,541902,1407,1407,"Private","Endocrinology",0,244,30,"PG","Sikkim",0
"2392","SIKKIM",2001,541902,1510,1510,"Both","Endocrinology",0,244,30,"PG","Sikkim",0
"2393","SIKKIM",2001,541902,1562,1562,"Private","Ophthalmology",0,244,30,"PG","Sikkim",0
"2394","SIKKIM",2001,541902,1665,1665,"Both","Ophthalmology",0,244,30,"PG","Sikkim",0
"2395","SIKKIM",2001,541902,1717,1717,"Private","Pulmonology",0,244,30,"PG","Sikkim",0
"2396","SIKKIM",2001,541902,1820,1820,"Both","Pulmonology",0,244,30,"PG","Sikkim",0
"2397","SIKKIM",2001,541902,1872,1872,"Private","Physiology",0,244,30,"PG","Sikkim",0
"2398","SIKKIM",2001,541902,1975,1975,"Both","Physiology",0,244,30,"PG","Sikkim",0
"2399","SIKKIM",2001,541902,2027,2027,"Private","Thoracic",0,244,30,"PG","Sikkim",0
"2400","SIKKIM",2001,541902,2130,2130,"Both","Thoracic",0,244,30,"PG","Sikkim",0
"2401","SIKKIM",2001,541902,2182,2182,"Private","Pharmacology",0,244,30,"PG","Sikkim",0
"2402","SIKKIM",2001,541902,2285,2285,"Both","Pharmacology",0,244,30,"PG","Sikkim",0
"2403","SIKKIM",2001,541902,2337,2337,"Private","Dermatology",0,244,30,"PG","Sikkim",0
"2404","SIKKIM",2001,541902,2440,2440,"Both","Dermatology",0,244,30,"PG","Sikkim",0
"2405","SIKKIM",2001,541902,2492,2492,"Private","Radiology",0,244,30,"PG","Sikkim",0
"2406","SIKKIM",2001,541902,2595,2595,"Both","Radiology",0,244,30,"PG","Sikkim",0
"2407","SIKKIM",2001,541902,2647,2647,"Private","Microbiology",0,244,30,"PG","Sikkim",0
"2408","SIKKIM",2001,541902,2750,2750,"Both","Microbiology",0,244,30,"PG","Sikkim",0
"2409","SIKKIM",2001,541902,2802,2802,"Private","Orthopaedics",0,244,30,"PG","Sikkim",0
"2410","SIKKIM",2001,541902,2905,2905,"Both","Orthopaedics",0,244,30,"PG","Sikkim",0
"2411","SIKKIM",2001,541902,2957,2957,"Private","Anatomy",0,244,30,"PG","Sikkim",0
"2412","SIKKIM",2001,541902,3060,3060,"Both","Anatomy",0,244,30,"PG","Sikkim",0
"2413","SIKKIM",2001,541902,3112,3112,"Private","General",0,244,30,"PG","Sikkim",0
"2414","SIKKIM",2001,541902,3215,3215,"Both","General",0,244,30,"PG","Sikkim",0
"2415","SIKKIM",2001,541902,3267,3267,"Private","Paediatrics",0,244,30,"PG","Sikkim",0
"2416","SIKKIM",2001,541902,3370,3370,"Both","Paediatrics",0,244,30,"PG","Sikkim",0
"2417","SIKKIM",2001,541902,3422,3422,"Private","Urology",0,244,30,"PG","Sikkim",0
"2418","SIKKIM",2001,541902,3525,3525,"Both","Urology",0,244,30,"PG","Sikkim",0
"2419","SIKKIM",2001,541902,3577,3577,"Private","Nephrology",0,244,30,"PG","Sikkim",0
"2420","SIKKIM",2001,541902,3680,3680,"Both","Nephrology",0,244,30,"PG","Sikkim",0
"2421","SIKKIM",2001,541902,3732,3732,"Private","Gastroenterology",0,244,30,"PG","Sikkim",0
"2422","SIKKIM",2001,541902,3835,3835,"Both","Gastroenterology",0,244,30,"PG","Sikkim",0
"2423","SIKKIM",2001,541902,3887,3887,"Private","Rehabilitation",0,244,30,"PG","Sikkim",0
"2424","SIKKIM",2001,541902,3990,3990,"Both","Rehabilitation",0,244,30,"PG","Sikkim",0
"2425","SIKKIM",2001,541902,4042,4042,"Private","Pathology",0,244,30,"PG","Sikkim",0
"2426","SIKKIM",2001,541902,4145,4145,"Both","Pathology",0,244,30,"PG","Sikkim",0
"2427","SIKKIM",2001,541902,4197,4197,"Private","PlasticSurgery",0,244,30,"PG","Sikkim",0
"2428","SIKKIM",2001,541902,4300,4300,"Both","PlasticSurgery",0,244,30,"PG","Sikkim",0
"2429","SIKKIM",2001,541902,4352,4352,"Private","ENT",0,244,30,"PG","Sikkim",0
"2430","SIKKIM",2001,541902,4455,4455,"Both","ENT",0,244,30,"PG","Sikkim",0
"2431","SIKKIM",2001,541902,4507,4507,"Private","Geriatrics",0,244,30,"PG","Sikkim",0
"2432","SIKKIM",2001,541902,4610,4610,"Both","Geriatrics",0,244,30,"PG","Sikkim",0
"2433","SIKKIM",2001,541902,4662,4662,"Private","Immunology",0,244,30,"PG","Sikkim",0
"2434","SIKKIM",2001,541902,4765,4765,"Both","Immunology",0,244,30,"PG","Sikkim",0
"2435","SIKKIM",2001,541902,4817,4817,"Private","Admin",0,244,30,"PG","Sikkim",0
"2436","SIKKIM",2001,541902,4920,4920,"Both","Admin",0,244,30,"PG","Sikkim",0
"2437","SIKKIM",2001,541902,4972,4972,"Private","PublicHealth",0,244,30,"PG","Sikkim",0
"2438","SIKKIM",2001,541902,5075,5075,"Both","PublicHealth",0,244,30,"PG","Sikkim",0
"2439","SIKKIM",2001,541902,5127,5127,"Private","Sports",0,244,30,"PG","Sikkim",0
"2440","SIKKIM",2001,541902,5230,5230,"Both","Sports",0,244,30,"PG","Sikkim",0
"2441","SIKKIM",2001,541902,5282,5282,"Private","Education",0,244,30,"PG","Sikkim",0
"2442","SIKKIM",2001,541902,5385,5385,"Both","Education",0,244,30,"PG","Sikkim",0
"2443","SIKKIM",2001,541902,5437,5437,"Private","Genetics",0,244,30,"PG","Sikkim",0
"2444","SIKKIM",2001,541902,5540,5540,"Both","Genetics",0,244,30,"PG","Sikkim",0
"2445","SIKKIM",2001,541902,5592,5592,"Private","Hepatology",0,244,30,"PG","Sikkim",0
"2446","SIKKIM",2001,541902,5695,5695,"Both","Hepatology",0,244,30,"PG","Sikkim",0
"2447","NCT OF DELHI",2001,13851503,21,21,"Public","All",1609,95,10,"PG","NCT of Delhi",116.160679458395
"2448","NCT OF DELHI",2001,13851503,110,110,"Both","All",1609,95,10,"PG","NCT of Delhi",116.160679458395
"2449","NCT OF DELHI",2001,13851503,176,176,"Public","Anaesthesia",126,95,10,"PG","NCT of Delhi",9.09648577486501
"2450","NCT OF DELHI",2001,13851503,265,265,"Both","Anaesthesia",126,95,10,"PG","NCT of Delhi",9.09648577486501
"2451","NCT OF DELHI",2001,13851503,331,331,"Public","Cardiology",80,95,10,"PG","NCT of Delhi",5.77554652372382
"2452","NCT OF DELHI",2001,13851503,420,420,"Both","Cardiology",80,95,10,"PG","NCT of Delhi",5.77554652372382
"2453","NCT OF DELHI",2001,13851503,486,486,"Public","Neurology",114,95,10,"PG","NCT of Delhi",8.23015379630644
"2454","NCT OF DELHI",2001,13851503,575,575,"Both","Neurology",114,95,10,"PG","NCT of Delhi",8.23015379630644
"2455","NCT OF DELHI",2001,13851503,641,641,"Public","Oncology",69,95,10,"PG","NCT of Delhi",4.98140887671179
"2456","NCT OF DELHI",2001,13851503,730,730,"Both","Oncology",69,95,10,"PG","NCT of Delhi",4.98140887671179
"2457","NCT OF DELHI",2001,13851503,796,796,"Public","Psychiatry",52,95,10,"PG","NCT of Delhi",3.75410524042048
"2458","NCT OF DELHI",2001,13851503,885,885,"Both","Psychiatry",52,95,10,"PG","NCT of Delhi",3.75410524042048
"2459","NCT OF DELHI",2001,13851503,951,951,"Public","Forensic",22,95,10,"PG","NCT of Delhi",1.58827529402405
"2460","NCT OF DELHI",2001,13851503,1040,1040,"Both","Forensic",22,95,10,"PG","NCT of Delhi",1.58827529402405
"2461","NCT OF DELHI",2001,13851503,1106,1106,"Public","Haematology",25,95,10,"PG","NCT of Delhi",1.80485828866369
"2462","NCT OF DELHI",2001,13851503,1195,1195,"Both","Haematology",25,95,10,"PG","NCT of Delhi",1.80485828866369
"2463","NCT OF DELHI",2001,13851503,1261,1261,"Public","Gynaecology",78,95,10,"PG","NCT of Delhi",5.63115786063072
"2464","NCT OF DELHI",2001,13851503,1350,1350,"Both","Gynaecology",78,95,10,"PG","NCT of Delhi",5.63115786063072
"2465","NCT OF DELHI",2001,13851503,1416,1416,"Public","Endocrinology",11,95,10,"PG","NCT of Delhi",0.794137647012025
"2466","NCT OF DELHI",2001,13851503,1505,1505,"Both","Endocrinology",11,95,10,"PG","NCT of Delhi",0.794137647012025
"2467","NCT OF DELHI",2001,13851503,1571,1571,"Public","Ophthalmology",130,95,10,"PG","NCT of Delhi",9.3852631010512
"2468","NCT OF DELHI",2001,13851503,1660,1660,"Both","Ophthalmology",130,95,10,"PG","NCT of Delhi",9.3852631010512
"2469","NCT OF DELHI",2001,13851503,1726,1726,"Public","Pulmonology",26,95,10,"PG","NCT of Delhi",1.87705262021024
"2470","NCT OF DELHI",2001,13851503,1815,1815,"Both","Pulmonology",26,95,10,"PG","NCT of Delhi",1.87705262021024
"2471","NCT OF DELHI",2001,13851503,1881,1881,"Public","Physiology",29,95,10,"PG","NCT of Delhi",2.09363561484988
"2472","NCT OF DELHI",2001,13851503,1970,1970,"Both","Physiology",29,95,10,"PG","NCT of Delhi",2.09363561484988
"2473","NCT OF DELHI",2001,13851503,2036,2036,"Public","Thoracic",32,95,10,"PG","NCT of Delhi",2.31021860948953
"2474","NCT OF DELHI",2001,13851503,2125,2125,"Both","Thoracic",32,95,10,"PG","NCT of Delhi",2.31021860948953
"2475","NCT OF DELHI",2001,13851503,2191,2191,"Public","Pharmacology",30,95,10,"PG","NCT of Delhi",2.16582994639643
"2476","NCT OF DELHI",2001,13851503,2280,2280,"Both","Pharmacology",30,95,10,"PG","NCT of Delhi",2.16582994639643
"2477","NCT OF DELHI",2001,13851503,2346,2346,"Public","Dermatology",18,95,10,"PG","NCT of Delhi",1.29949796783786
"2478","NCT OF DELHI",2001,13851503,2435,2435,"Both","Dermatology",18,95,10,"PG","NCT of Delhi",1.29949796783786
"2479","NCT OF DELHI",2001,13851503,2501,2501,"Public","Radiology",79,95,10,"PG","NCT of Delhi",5.70335219217727
"2480","NCT OF DELHI",2001,13851503,2590,2590,"Both","Radiology",79,95,10,"PG","NCT of Delhi",5.70335219217727
"2481","NCT OF DELHI",2001,13851503,2656,2656,"Public","Microbiology",37,95,10,"PG","NCT of Delhi",2.67119026722226
"2482","NCT OF DELHI",2001,13851503,2745,2745,"Both","Microbiology",37,95,10,"PG","NCT of Delhi",2.67119026722226
"2483","NCT OF DELHI",2001,13851503,2811,2811,"Public","Orthopaedics",36,95,10,"PG","NCT of Delhi",2.59899593567572
"2484","NCT OF DELHI",2001,13851503,2900,2900,"Both","Orthopaedics",36,95,10,"PG","NCT of Delhi",2.59899593567572
"2485","NCT OF DELHI",2001,13851503,2966,2966,"Public","Anatomy",28,95,10,"PG","NCT of Delhi",2.02144128330334
"2486","NCT OF DELHI",2001,13851503,3055,3055,"Both","Anatomy",28,95,10,"PG","NCT of Delhi",2.02144128330334
"2487","NCT OF DELHI",2001,13851503,3121,3121,"Public","General",190,95,10,"PG","NCT of Delhi",13.7169229938441
"2488","NCT OF DELHI",2001,13851503,3210,3210,"Both","General",190,95,10,"PG","NCT of Delhi",13.7169229938441
"2489","NCT OF DELHI",2001,13851503,3276,3276,"Public","Paediatrics",69,95,10,"PG","NCT of Delhi",4.98140887671179
"2490","NCT OF DELHI",2001,13851503,3365,3365,"Both","Paediatrics",69,95,10,"PG","NCT of Delhi",4.98140887671179
"2491","NCT OF DELHI",2001,13851503,3431,3431,"Public","Urology",11,95,10,"PG","NCT of Delhi",0.794137647012025
"2492","NCT OF DELHI",2001,13851503,3520,3520,"Both","Urology",11,95,10,"PG","NCT of Delhi",0.794137647012025
"2493","NCT OF DELHI",2001,13851503,3586,3586,"Public","Nephrology",19,95,10,"PG","NCT of Delhi",1.37169229938441
"2494","NCT OF DELHI",2001,13851503,3675,3675,"Both","Nephrology",19,95,10,"PG","NCT of Delhi",1.37169229938441
"2495","NCT OF DELHI",2001,13851503,3741,3741,"Public","Gastroenterology",34,95,10,"PG","NCT of Delhi",2.45460727258262
"2496","NCT OF DELHI",2001,13851503,3830,3830,"Both","Gastroenterology",34,95,10,"PG","NCT of Delhi",2.45460727258262
"2497","NCT OF DELHI",2001,13851503,3896,3896,"Public","Rehabilitation",12,95,10,"PG","NCT of Delhi",0.866331978558572
"2498","NCT OF DELHI",2001,13851503,3985,3985,"Both","Rehabilitation",12,95,10,"PG","NCT of Delhi",0.866331978558572
"2499","NCT OF DELHI",2001,13851503,4051,4051,"Public","Pathology",58,95,10,"PG","NCT of Delhi",4.18727122969977
"2500","NCT OF DELHI",2001,13851503,4140,4140,"Both","Pathology",58,95,10,"PG","NCT of Delhi",4.18727122969977
"2501","NCT OF DELHI",2001,13851503,4206,4206,"Public","PlasticSurgery",33,95,10,"PG","NCT of Delhi",2.38241294103607
"2502","NCT OF DELHI",2001,13851503,4295,4295,"Both","PlasticSurgery",33,95,10,"PG","NCT of Delhi",2.38241294103607
"2503","NCT OF DELHI",2001,13851503,4361,4361,"Public","ENT",30,95,10,"PG","NCT of Delhi",2.16582994639643
"2504","NCT OF DELHI",2001,13851503,4450,4450,"Both","ENT",30,95,10,"PG","NCT of Delhi",2.16582994639643
"2505","NCT OF DELHI",2001,13851503,4516,4516,"Public","Geriatrics",15,95,10,"PG","NCT of Delhi",1.08291497319822
"2506","NCT OF DELHI",2001,13851503,4605,4605,"Both","Geriatrics",15,95,10,"PG","NCT of Delhi",1.08291497319822
"2507","NCT OF DELHI",2001,13851503,4671,4671,"Public","Immunology",0,95,10,"PG","NCT of Delhi",0
"2508","NCT OF DELHI",2001,13851503,4760,4760,"Both","Immunology",0,95,10,"PG","NCT of Delhi",0
"2509","NCT OF DELHI",2001,13851503,4826,4826,"Public","Admin",30,95,10,"PG","NCT of Delhi",2.16582994639643
"2510","NCT OF DELHI",2001,13851503,4915,4915,"Both","Admin",30,95,10,"PG","NCT of Delhi",2.16582994639643
"2511","NCT OF DELHI",2001,13851503,4981,4981,"Public","PublicHealth",0,95,10,"PG","NCT of Delhi",0
"2512","NCT OF DELHI",2001,13851503,5070,5070,"Both","PublicHealth",0,95,10,"PG","NCT of Delhi",0
"2513","NCT OF DELHI",2001,13851503,5136,5136,"Public","Sports",0,95,10,"PG","NCT of Delhi",0
"2514","NCT OF DELHI",2001,13851503,5225,5225,"Both","Sports",0,95,10,"PG","NCT of Delhi",0
"2515","NCT OF DELHI",2001,13851503,5291,5291,"Public","Education",0,95,10,"PG","NCT of Delhi",0
"2516","NCT OF DELHI",2001,13851503,5380,5380,"Both","Education",0,95,10,"PG","NCT of Delhi",0
"2517","NCT OF DELHI",2001,13851503,5446,5446,"Public","Genetics",0,95,10,"PG","NCT of Delhi",0
"2518","NCT OF DELHI",2001,13851503,5535,5535,"Both","Genetics",0,95,10,"PG","NCT of Delhi",0
"2519","NCT OF DELHI",2001,13851503,5601,5601,"Public","Hepatology",0,95,10,"PG","NCT of Delhi",0
"2520","NCT OF DELHI",2001,13851503,5690,5690,"Both","Hepatology",0,95,10,"PG","NCT of Delhi",0
"2521","PUDUCHERRY",2001,974820,9,9,"Private","All",0,636,27,"PG","Puducherry",0
"2522","PUDUCHERRY",2001,974820,35,35,"Public","All",107,636,27,"PG","Puducherry",109.763853839683
"2523","PUDUCHERRY",2001,974820,112,112,"Both","All",107,636,27,"PG","Puducherry",109.763853839683
"2524","PUDUCHERRY",2001,974820,164,164,"Private","Anaesthesia",0,636,27,"PG","Puducherry",0
"2525","PUDUCHERRY",2001,974820,190,190,"Public","Anaesthesia",0,636,27,"PG","Puducherry",0
"2526","PUDUCHERRY",2001,974820,267,267,"Both","Anaesthesia",0,636,27,"PG","Puducherry",0
"2527","PUDUCHERRY",2001,974820,319,319,"Private","Cardiology",0,636,27,"PG","Puducherry",0
"2528","PUDUCHERRY",2001,974820,345,345,"Public","Cardiology",0,636,27,"PG","Puducherry",0
"2529","PUDUCHERRY",2001,974820,422,422,"Both","Cardiology",0,636,27,"PG","Puducherry",0
"2530","PUDUCHERRY",2001,974820,474,474,"Private","Neurology",0,636,27,"PG","Puducherry",0
"2531","PUDUCHERRY",2001,974820,500,500,"Public","Neurology",0,636,27,"PG","Puducherry",0
"2532","PUDUCHERRY",2001,974820,577,577,"Both","Neurology",0,636,27,"PG","Puducherry",0
"2533","PUDUCHERRY",2001,974820,629,629,"Private","Oncology",0,636,27,"PG","Puducherry",0
"2534","PUDUCHERRY",2001,974820,655,655,"Public","Oncology",0,636,27,"PG","Puducherry",0
"2535","PUDUCHERRY",2001,974820,732,732,"Both","Oncology",0,636,27,"PG","Puducherry",0
"2536","PUDUCHERRY",2001,974820,784,784,"Private","Psychiatry",0,636,27,"PG","Puducherry",0
"2537","PUDUCHERRY",2001,974820,810,810,"Public","Psychiatry",4,636,27,"PG","Puducherry",4.10332163886666
"2538","PUDUCHERRY",2001,974820,887,887,"Both","Psychiatry",4,636,27,"PG","Puducherry",4.10332163886666
"2539","PUDUCHERRY",2001,974820,939,939,"Private","Forensic",0,636,27,"PG","Puducherry",0
"2540","PUDUCHERRY",2001,974820,965,965,"Public","Forensic",0,636,27,"PG","Puducherry",0
"2541","PUDUCHERRY",2001,974820,1042,1042,"Both","Forensic",0,636,27,"PG","Puducherry",0
"2542","PUDUCHERRY",2001,974820,1094,1094,"Private","Haematology",0,636,27,"PG","Puducherry",0
"2543","PUDUCHERRY",2001,974820,1120,1120,"Public","Haematology",0,636,27,"PG","Puducherry",0
"2544","PUDUCHERRY",2001,974820,1197,1197,"Both","Haematology",0,636,27,"PG","Puducherry",0
"2545","PUDUCHERRY",2001,974820,1249,1249,"Private","Gynaecology",0,636,27,"PG","Puducherry",0
"2546","PUDUCHERRY",2001,974820,1275,1275,"Public","Gynaecology",20,636,27,"PG","Puducherry",20.5166081943333
"2547","PUDUCHERRY",2001,974820,1352,1352,"Both","Gynaecology",20,636,27,"PG","Puducherry",20.5166081943333
"2548","PUDUCHERRY",2001,974820,1404,1404,"Private","Endocrinology",0,636,27,"PG","Puducherry",0
"2549","PUDUCHERRY",2001,974820,1430,1430,"Public","Endocrinology",0,636,27,"PG","Puducherry",0
"2550","PUDUCHERRY",2001,974820,1507,1507,"Both","Endocrinology",0,636,27,"PG","Puducherry",0
"2551","PUDUCHERRY",2001,974820,1559,1559,"Private","Ophthalmology",0,636,27,"PG","Puducherry",0
"2552","PUDUCHERRY",2001,974820,1585,1585,"Public","Ophthalmology",0,636,27,"PG","Puducherry",0
"2553","PUDUCHERRY",2001,974820,1662,1662,"Both","Ophthalmology",0,636,27,"PG","Puducherry",0
"2554","PUDUCHERRY",2001,974820,1714,1714,"Private","Pulmonology",0,636,27,"PG","Puducherry",0
"2555","PUDUCHERRY",2001,974820,1740,1740,"Public","Pulmonology",0,636,27,"PG","Puducherry",0
"2556","PUDUCHERRY",2001,974820,1817,1817,"Both","Pulmonology",0,636,27,"PG","Puducherry",0
"2557","PUDUCHERRY",2001,974820,1869,1869,"Private","Physiology",0,636,27,"PG","Puducherry",0
"2558","PUDUCHERRY",2001,974820,1895,1895,"Public","Physiology",5,636,27,"PG","Puducherry",5.12915204858333
"2559","PUDUCHERRY",2001,974820,1972,1972,"Both","Physiology",5,636,27,"PG","Puducherry",5.12915204858333
"2560","PUDUCHERRY",2001,974820,2024,2024,"Private","Thoracic",0,636,27,"PG","Puducherry",0
"2561","PUDUCHERRY",2001,974820,2050,2050,"Public","Thoracic",0,636,27,"PG","Puducherry",0
